,id,char,freq
933,933,쫙,2
934,934,펴,1
935,935,엿,1
936,936,쌍,5
937,937,꿨,4
938,938,S,4
939,939,H,1
940,940,곱,5
941,941,엇,5
942,942,휩,1
943,943,떵,2
944,944,폐,10
945,945,템,3
946,946,객,3
947,947,귿,1
948,948,쫓,7
949,949,싼,5
950,950,빡,9
951,951,냄,6
952,952,닦,8
953,953,샴,1
954,954,퀴,7
955,955,뻗,2
956,956,엉,6
957,957,찝,1
958,958,쩍,1
959,959,롤,2
960,960,좌,4
961,961,밟,5
962,962,훅,1
963,963,빛,1
964,964,웨,3
965,965,뵈,1
966,966,멈,10
967,967,벨,2
968,968,멎,1
969,969,틱,1
970,970,뻑,2
971,971,꿀,4
972,972,룩,1
973,973,잭,3
974,974,곽,1
975,975,쌈,1
976,976,뿜,2
977,977,춤,7
978,978,홀,7
979,979,큭,1
980,980,윽,5
981,981,썰,4
982,982,킨,8
983,983,깎,1
984,984,옥,5
985,985,맣,1
986,986,펑,1
987,987,텔,11
988,988,뉴,7
989,989,멘,8
990,990,낚,3
991,991,꼴,2
992,992,뻤,1
993,993,랖,1
994,994,좁,2
995,995,흘,4
996,996,혜,3
997,997,헬,4
998,998,쁨,2
999,999,뜯,1
1000,1000,짠,6
1001,1001,갠,2
1002,1002,뼈,4
1003,1003,굽,1
1004,1004,찢,2
1005,1005,롭,5
1006,1006,콤,1
1007,1007,곰,5
1008,1008,얀,1
1009,1009,탑,5
1010,1010,픽,1
1011,1011,L,2
1012,1012,칩,3
1013,1013,컵,1
1014,1014,뷔,2
1015,1015,팩,3
1016,1016,혁,2
1017,1017,횟,1
1018,1018,둠,3
1019,1019,툼,1
1020,1020,컴,8
1021,1021,퓨,7
1022,1022,눅,1
1023,1023,렬,1
1024,1024,췄,2
1025,1025,짬,3
1026,1026,쐬,1
1027,1027,뒹,2
1028,1028,뺏,1
1029,1029,렉,2
1030,1030,맡,3
1031,1031,댓,7
1032,1032,씻,4
1033,1033,X,2
1034,1034,휜,1
1035,1035,댔,1
1036,1036,줍,1
1037,1037,협,1
1038,1038,윤,24
1039,1039,탔,2
1040,1040,콕,1
1041,1041,긁,2
1042,1042,뻔,4
1043,1043,촬,2
1044,1044,즌,8
1045,1045,썽,1
1046,1046,솜,1
1047,1047,콩,2
1048,1048,잉,3
1049,1049,굼,1
1050,1050,빵,3
1051,1051,짱,5
1052,1052,펙,2
1053,1053,섰,1
1054,1054,톤,2
1055,1055,촉,2
1056,1056,랙,1
1057,1057,칙,6
